Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1CV9wtrshNxrGTF8BfyQqk,"Mental istid","Kärlek och uppror","Ebba Grön",1981-01-01,183040,40,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"punk,swedish pop","MNW Music AB",0.501,0.176,9,-18.731,0,0.0307,0.66,0,0.404,0.423,127.685,4
spotify:track:5K104nRNuQdmdlmZJCaGbB,"Mera brännvin (Tillägnad Torsten Bengtsson)","Jul med Eddie Meduza - En högtidsstund","Eddie Meduza",2016-11-24,203600,20,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"dansband,rockabilly,epadunk,ragga","Cupol",0.521,0.822,9,-5.17,1,0.118,0.104,0.00222,0.181,0.931,170.791,4
spotify:track:50bknBmd8CXo453MJocRFz,"Mörkret faller på","Mörkret faller på","Hansa Band",1981-03-02,186130,28,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Universal Music AB",0.749,0.732,2,-5.602,1,0.0618,0.0324,0.00000331,0.0488,0.938,120.415,4
spotify:track:4qyEdN2pbtb1luvFHmdRu1,"Never Again","The Human Touch (Bonus Track Version)","Agnetha Fältskog;Tomas Ledin",1982-11-01,233506,29,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Universal Music AB",0.385,0.367,0,-14.172,1,0.0268,0.489,0.0000182,0.317,0.327,166.438,4
spotify:track:3VOxVR1EJcncO8jVmnGwaa,"När jag kysser havet","Kär och galen","Ulf Lundell",1982,308640,42,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.657,0.893,2,-7.489,1,0.0505,0.27,0,0.202,0.737,140.734,4
spotify:track:5USwz8wOntAfFounADsOMk,"Olyckans sång","The Golden Years","Electric Banana Band",1993,146840,33,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Electric Banana Band",0.6,0.741,4,-8.174,1,0.0854,0.0131,0,0.201,0.634,91.588,4
spotify:track:40IHflbrHcOuC8ZcYxUSAC,"One Of Us","The Visitors (Deluxe Edition)","ABBA",1981,237013,63,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"","Polar Music International AB",0.652,0.397,7,-15.245,1,0.0385,0.478,0.000946,0.0679,0.858,82.235,4
spotify:track:2pa73fbZD7ltJ09AB0Teox,"Ooa hela natten","Rätt stuk","Attack",1981-05-26,253440,48,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Columbia",0.711,0.544,2,-15.108,1,0.0676,0.162,0,0.276,0.718,124.882,4
spotify:track:407wu5eLntYCezb2oqNjlx,"Popitop","Almanacka +","Dag Vag",1983-07-01,236786,41,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Silence Records",0.482,0.951,0,-4.843,1,0.132,0.167,0.318,0.964,0.733,177.449,4
spotify:track:1wtSEG4Lxa3h9Sza10BoER,"Rendez-Vous i Rio","Uppdrag i Genève","Lustans Lakejer",1981-02,195973,21,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,synthpop","Universal Music AB",0.671,0.898,4,-3.557,0,0.0317,0.0402,0.0000519,0.0779,0.63,144.015,4
spotify:track:4XaVEgAPJPDSgsXBkbhMGQ,"Röda skor","Nu är det som det ska","Isterband",1982,146745,7,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","WM Sweden",0.619,0.322,7,-10.554,1,0.0941,0.856,0,0.197,0.371,112.624,4
spotify:track:5f1u8XkebrkmB2jAtNeYys,"Sensuella Isabella - Bonus Track","Gränslös (Bonus Track Version)","Tomas Ledin",1982-01-01,237093,19,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Universal Music AB",0.657,0.618,9,-10.457,1,0.0303,0.515,0.000673,0.521,0.922,130.878,4
spotify:track:5uqldaUM7T3UyZI9J4yu5k,"Sex noll två","Rika barn leka bäst","KSMB",1981-01-01,393106,38,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"punk,swedish pop","MNW Music AB",0.14,0.878,9,-9.775,0,0.0836,0.0243,0.149,0.26,0.543,198.908,4
spotify:track:6TvxPS4fj4LUdjw2es4g21,"Slipping Through My Fingers","The Visitors (Deluxe Edition)","ABBA",1981,233720,78,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"","Polar Music International AB",0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,4
spotify:track:3bagtGyUEKCbBDbGPDyH4i,"Slut","Hemligheter","X-Models",1981,193320,7,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.483,0.922,7,-5.84,0,0.059,0.29,0,0.0676,0.414,175.243,4
spotify:track:2rtMQ5hvZ7Y526MJHI0DqC,"Snart kommer änglarna att landa","Snart kommer änglarna att landa","Ulf Lundell",1981,229733,26,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","WM Sweden",0.449,0.729,9,-8.132,1,0.0301,0.124,0,0.1,0.592,116.065,4
spotify:track:1d1BeKPNgaQ36wcxGqnfU3,"Sommartider","Puls","Gyllene Tider",1982-08-26,202200,57,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Parlophone Sweden",0.84,0.707,9,-6.957,1,0.0514,0.0973,0,0.27,0.697,129.532,4
spotify:track:2W7tzqjAPXG97RthXx6pNR,"Sommaren är kort","Gränslös (Bonus Track Version)","Tomas Ledin",1982-01-01,183826,50,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Universal Music AB",0.777,0.659,3,-12.862,1,0.0294,0.476,0.00303,0.0771,0.955,119.252,4
spotify:track:2gC38tkvsISU9fr7J9rzB2,"Stockholm - 2001 Remaster","Het","Pugh Rogefeldt",1981,186600,31,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.842,0.703,9,-5.984,1,0.0507,0.168,0.101,0.053,0.855,109.658,4
spotify:track:1iOCbl30nha2zr676QCioo,"Sång till friheten","Innan tystnaden...","Björn Afzelius",1982-01-01,247613,44,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband,bisrock","WM Sweden",0.525,0.557,10,-4.346,1,0.0292,0.0465,0.0000101,0.293,0.532,126.341,4
spotify:track:1pzGneg2cVmHyb3SwLigHm,"Tom Top","Robert Broberg / Zero (Kvinna eller Man)","Robert Broberg",1981-02-10,152760,2,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","Silence Records",0.74,0.286,10,-14.706,1,0.942,0.81,0.0000242,0.0836,0.443,78.771,4
spotify:track:15yIbe7pIFuV4NVLU2Vo74,"Tomten, jag vill ha en riktig jul","Tjena, vi är busungarna","Busungarna",1984-04-01,212146,25,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"christmas","Universal Music AB",0.665,0.906,7,-3.316,1,0.0518,0.225,0.00000343,0.147,0.583,127.303,4
spotify:track:62S2zK3Br4XVPmP9VoLcaa,"Två av oss","Hemligheter","X-Models",1981,290186,39,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.485,0.502,6,-8.41,0,0.05,0.0463,0,0.266,0.537,141.217,4
spotify:track:1ecJdAizaDklfgCVtEUQsG,"Vill ha dig","Guldkorn Den Kompletta Samlingen","Freestyle",1998-03-16,215560,56,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"funk melody,swedish pop,miami bass","WM Sweden",0.664,0.841,5,-6.939,0,0.162,0.0993,0,0.122,0.881,119.978,4
spotify:track:1qAu9Y6Akd0CLAF6xLFtET,"Var kommer barnen in","Existens-maximum","Hansson de Wolfe United",1981-04-27,338160,31,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,bisrock","Ariola",0.491,0.188,4,-15.966,0,0.03,0.525,0.00708,0.097,0.167,86.693,4
spotify:track:454J9ZekfjmjWbfcpFaur3,"Var ska vi sova inatt","Namn & Nummer","Perikles",1993-01-18,220240,52,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"dansband,epadunk","Melody Records",0.784,0.663,0,-4.925,1,0.0328,0.136,0,0.0322,0.948,119.979,4
spotify:track:01vfSVYtIhFmd2aNBIhcvf,"Volvo","Gasen i botten","Eddie Meduza",1981-11-24,203560,44,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"dansband,rockabilly,epadunk,ragga","Cupol",0.725,0.977,9,-5.646,1,0.0704,0.632,0.00000553,0.319,0.795,135.956,4
spotify:track:2ipoEkexKOI7KvKLcc3mTq,"Ögon av is","Ratata","Ratata",1982-01-01,190053,19,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Universal Music AB",0.218,0.736,11,-8.233,0,0.0743,0.00833,0,0.307,0.637,163.362,3
spotify:track:0iG3n3n1qPwXjmCapFoA6Q,"Ögon Som Glittrar","Modiga Agenter","Freestyle",1982,273906,18,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"funk melody,swedish pop,miami bass","Design & Musik",0.769,0.958,10,-2.385,1,0.0887,0.546,0.00215,0.0711,0.902,143.18,4
spotify:track:1rudppuYTKpVCtWoocDiS1,"Öppna landskap","Kär och galen","Ulf Lundell",1982,279240,49,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.385,0.394,9,-9.241,1,0.0275,0.481,0,0.105,0.355,97.022,4
